filepath,label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
images\1\1.e3560550-c0c4-11ed-b74d-8cc84b59e01a.jpg,1,0.5212818265113457,1.0,0.30416748988322795,0.9328488724086271,0.11280080972540053,0.8123356920553103,0.04307132987678286,0.7232926286180679,0.0,0.654988400600058,0.2986233261529667,0.4871601051570846,0.33029558429833494,0.2714806751818438,0.369148209032428,0.12078068343998836,0.38420907590664116,0.0,0.5663953728515646,0.5041962013548423,0.41258271328342244,0.4696459991822917,0.301481406175371,0.6310894316522014,0.22611760839444317,0.7603245805445208,0.80053862340288,0.5681294390693324,0.6279131476156771,0.6035269876669931,0.49478416380698814,0.7605502862738999,0.39287410956740687,0.8721180722146874,1.0,0.6632485716703085,0.8476630560228442,0.6858758876872079,0.6921649604504385,0.8044636031145871,0.5781544219996714,0.8869029374169436
images\1\1.e48cf905-c0c4-11ed-9748-8cc84b59e01a.jpg,1,0.4847085348320481,1.0,0.2819409227551954,0.9450075350976919,0.10866422689844465,0.8245942944769056,0.05222715984838583,0.734189249927293,0.0,0.667238452793274,0.30744673898836755,0.5039082040028554,0.34539864070056203,0.27926869893979855,0.38205463338125734,0.12499061417655924,0.40370474447784604,0.0,0.5685452881976212,0.5284250323877006,0.4382466344268723,0.4660925891653227,0.32977519278525685,0.6345654760331015,0.2815377074892171,0.7633950241916294,0.7987772840151615,0.5941136345609814,0.6425715592732976,0.5926846098934511,0.4955502548686446,0.7646146524601433,0.4126199189648412,0.8820008989239352,1.0,0.6919355947439388,0.8627068357077506,0.6965290960526663,0.7004541889949026,0.8240345821325649,0.5949594824205986,0.9091367686328424
images\1\1.e5c79dde-c0c4-11ed-8250-8cc84b59e01a.jpg,1,0.47395829719802796,1.0,0.22486890689371433,0.9143138767230637,0.044171334769957445,0.7794827105703003,0.0013209911318757103,0.6805991364249298,0.0,0.6057112871848298,0.26626296881656125,0.4740439087442354,0.29780787627086425,0.2607159893439159,0.3356302667930304,0.11868160509925228,0.36157136890481234,0.0,0.5475799636727439,0.5051308308070923,0.4155287225377461,0.4483891364916972,0.29028780122968734,0.6066729856694809,0.2194524269743059,0.7313077739313685,0.7885526127733737,0.5706024921072226,0.6267256487356921,0.5659987531797995,0.46821711987855763,0.7250608140138436,0.36965897059823416,0.8389660739778337,1.0,0.6631018621440213,0.8565850436606995,0.64994348259484,0.6833270660259675,0.7676112116881604,0.5674080128102837,0.854673733464857
images\1\1.e6fb752f-c0c4-11ed-9a92-8cc84b59e01a.jpg,1,0.5019317200980268,1.0,0.27616793691493097,0.9264943199982678,0.09659134114470425,0.7968562887598504,0.04155199302019368,0.7011950993665961,0.0,0.6266202875218277,0.29106672838921493,0.48824477183829795,0.3189786163387767,0.2730535215501265,0.34233602057655443,0.12263046681857492,0.3494805834114871,0.0,0.5603002170516989,0.5165091329638796,0.41529847610230114,0.4479884043646664,0.2943471839976734,0.6013187742557535,0.23443517865075755,0.7236010153823031,0.7928183502736825,0.5795214253053343,0.6244585380560865,0.5739681553081492,0.47495234067644887,0.7359282558274308,0.3888086970094358,0.8488252159215817,1.0,0.6692816284836898,0.8513295917373608,0.6551327626371919,0.6928645087787874,0.7750721861415345,0.5921622591519908,0.8601457351268528
images\1\1.e830bfe7-c0c4-11ed-937d-8cc84b59e01a.jpg,1,0.5161744198449058,1.0,0.29845643125114396,0.9268872691515307,0.12159389735965731,0.791441214230387,0.06059119657523153,0.6922447760326675,0.0,0.6139276399313148,0.3217455942713347,0.4883872613776751,0.3507385348343251,0.2672832566185461,0.3848907505705094,0.12060767593063886,0.40567665118532964,0.0,0.5777710035040406,0.512885357037901,0.4383665455637213,0.43756663532485923,0.32515350753019784,0.5799130704512685,0.2690078732277337,0.6974591216256687,0.7991984556411631,0.5723533143515317,0.6243249684952378,0.5669651402467294,0.47930890995497816,0.7287847016636306,0.3991018015325075,0.8441782868817841,1.0,0.6609046678053029,0.8468499846591231,0.6502843064713908,0.6879672218791192,0.7737387428834174,0.5878334336306259,0.8649823992259789
images\1\1.e965a6b5-c0c4-11ed-bb36-8cc84b59e01a.jpg,1,0.4967329885456252,1.0,0.27625241042108745,0.9297149506927818,0.09495176468373392,0.8015092639551306,0.03875029247787254,0.707753153568261,0.0,0.6284210798768992,0.28087961207348655,0.48680822732599605,0.30920088321593875,0.271985284074208,0.33483404738276007,0.12076930587542768,0.3450956503497632,0.0,0.5499283261121555,0.5154441109260572,0.4192041643470146,0.44716179497187075,0.3050241647235378,0.5961536243835797,0.24313114035441594,0.7200668244080789,0.7859680546926898,0.5782989297997754,0.6226450488538902,0.5647018694996908,0.4772539622347192,0.7239784970761118,0.3907961583871896,0.840169321302753,1.0,0.6684957358308857,0.8517312000602437,0.6515354160905978,0.6944278594922854,0.7686298408038406,0.5927739811684591,0.8541838419524331
images\1\1.ea9a8f8e-c0c4-11ed-9a77-8cc84b59e01a.jpg,1,0.364260553582192,1.0,0.6114592664537593,0.9248199180646666,0.7822163347967701,0.8150478846229449,0.9008015625643587,0.7455183192402153,1.0,0.709743252969717,0.5213929763209998,0.4946774670909891,0.4911145187747629,0.2703020391854533,0.48977507009309795,0.12370163353904118,0.4618022879418491,0.0,0.2916067818865034,0.5139945045122786,0.5478499176050406,0.45867814061337514,0.7325372522373667,0.6006716926997245,0.7627496806232398,0.7034466593264924,0.12107326941500994,0.5924138730776239,0.44800407997326136,0.6303244800414597,0.6197154268958152,0.7611374121657825,0.6429998242366636,0.8328415845182819,0.0,0.7018862335634205,0.2786678962763641,0.7373114341304254,0.438031790210894,0.8145884849924921,0.4738381461778706,0.8570839398290331
images\1\1.ebd09b4c-c0c4-11ed-8244-8cc84b59e01a.jpg,1,0.3514001494357607,1.0,0.5775343344264623,0.9416693151130242,0.7463324902839218,0.8395079073967914,0.864556248611661,0.7781193000488116,1.0,0.7575197719355847,0.520964148268179,0.5055980517452573,0.5060025199691337,0.2772418691444604,0.5130031141629241,0.12865213239376724,0.49847443345060144,0.0,0.2993889166641679,0.5173138267432725,0.5492388383664383,0.4704116574716115,0.7146523537968127,0.6183462324567038,0.7469358631751,0.7229301859522398,0.1278217320718393,0.5916130778903691,0.4418467249274392,0.6407406934346329,0.6087628591552657,0.7732123487975052,0.6457283218706763,0.8472839462577014,0.0,0.7008620536366111,0.2585875077333924,0.743100703322166,0.4142182435239914,0.8218132803994683,0.46861971413832415,0.8634816688693225
images\1\1.ed04cd74-c0c4-11ed-99a7-8cc84b59e01a.jpg,1,0.4518628982367914,1.0,0.7007966096467596,0.9441267086222095,0.8991591241829354,0.8568058963418256,1.0,0.7921142864811547,0.9842038711128769,0.7645588740744718,0.7030614410815459,0.5107800296387752,0.6901400734020184,0.28345738326346126,0.6907608882986733,0.1303231312424154,0.6763569667513892,0.0,0.42120349557610426,0.5261958709005928,0.5609296621438977,0.45738649425180233,0.7186358762796824,0.6001814710186906,0.7833980091108487,0.7129467468797398,0.18419842855095417,0.5965112929797656,0.42408587637039175,0.6384427291431969,0.6203399424176949,0.7731229541950945,0.7118867366580129,0.8566736824525577,0.0,0.700621281018385,0.19327154211363706,0.7226045738550017,0.3712451311748133,0.7942918392965028,0.4699880807893892,0.8333737182149236
images\1\1.ee3d78c0-c0c4-11ed-8bb5-8cc84b59e01a.jpg,1,0.47633203674462166,1.0,0.7150121836111089,0.9406430135577658,0.9093295440227359,0.8501795325679792,1.0,0.7894348487881149,0.9454821165809847,0.7647896417012598,0.7110793124714936,0.5044700223891758,0.6917992176257469,0.27642831755773206,0.7016536848147332,0.1274409645773823,0.6961008760263228,0.0,0.42576360331311697,0.5236378553912724,0.557137341386478,0.4474452107576183,0.722547454188959,0.5905037849785918,0.7881064818874245,0.7042074139993487,0.18687345770662217,0.5937010694074372,0.41853485721190936,0.6289091458803495,0.618014134020459,0.7647410288901472,0.7068660745930261,0.8476995351275926,0.0,0.6955300272157335,0.19295015808852514,0.7134500487244222,0.3777468387821252,0.7927744993066473,0.4736937894162109,0.8384382985615321
images\1\1.ef72170e-c0c4-11ed-9fa7-8cc84b59e01a.jpg,1,0.4315826044761739,1.0,0.7096804141704933,0.9285285050774208,0.9121146189690053,0.8193752162330532,1.0,0.7303610049512352,0.9909289828981784,0.6555614767151269,0.7899591630930419,0.4788663354233651,0.8150216439320449,0.24307690298351614,0.8463980214091518,0.11349121469678666,0.8558024346999413,0.0,0.5089078262692265,0.4950882870287922,0.5880254651970277,0.32204497593087184,0.7202067386466838,0.47523409630127367,0.7819848874148303,0.5971594034355393,0.23988639772432344,0.550766657138694,0.39432970654946087,0.5170721905144656,0.5842528892617131,0.6708278193763046,0.6766255024152655,0.7646091914506196,0.0,0.6366120125649516,0.12039604826487502,0.591968585716449,0.3041976148143441,0.6756785143219578,0.4026134465119868,0.731100840008016
images\1\1.f0a87a56-c0c4-11ed-bf3b-8cc84b59e01a.jpg,1,0.432167444538996,1.0,0.7165492424509596,0.9270033355324343,0.9017432942481703,0.8158058934253488,0.9791358169650989,0.7230886056021202,1.0,0.647608525906042,0.789450864593788,0.46703123851767936,0.8392830989205492,0.2405483385228262,0.8617056543276158,0.11171129960809764,0.8683839188916139,0.0,0.5026912626176921,0.4831196297143398,0.5777524503082101,0.3049462156060202,0.7049626857776117,0.45419223224707655,0.7808404008452386,0.5786742806751873,0.23316088618114544,0.5398993698020782,0.3926683475734657,0.4963235931602732,0.5745265863056576,0.6491547773472237,0.6693308914960416,0.747696792697994,0.0,0.6269700049789406,0.13642521161045504,0.5882482138153631,0.3151546734367629,0.6794098923211194,0.40952665061548654,0.7400503068420112
images\1\1.f1dd2529-c0c4-11ed-923d-8cc84b59e01a.jpg,1,0.5143347956934303,1.0,0.7497408637978544,0.9374478966502305,0.9277679275136211,0.8500030740185721,1.0,0.7861011855591463,0.9224479963222176,0.727694579682989,0.7280104845186572,0.5043662448978249,0.7391317547414336,0.28177440954175365,0.7557491963722115,0.12694684680331164,0.7491967664848672,0.0,0.4400812834072793,0.5367071973274508,0.504101823475118,0.420920682477664,0.6536958598531489,0.5676707870322464,0.7249958699859756,0.6760773802581214,0.19597833231019382,0.6115579050221873,0.3577518687574197,0.601930281258784,0.5671926668298959,0.744452914511164,0.6568236308559952,0.8276350980561323,0.0,0.7186278694318834,0.10820794453046176,0.6892974311577968,0.3038590299060328,0.7715725894697533,0.40634054735401137,0.8221329843204812
images\1\1.f311b588-c0c4-11ed-b72c-8cc84b59e01a.jpg,1,0.23867694439895762,1.0,0.4999284260342709,0.9417560111393519,0.699674555346738,0.8626825921572941,0.8540617683324242,0.8227573948738138,1.0,0.833683686407559,0.524009269913016,0.5099345186746256,0.5283411215206648,0.28217344735150907,0.552516312899689,0.1300527440207039,0.5570829488040099,0.0,0.29701189537621336,0.5256599950208718,0.6189277352370562,0.4941872731167606,0.7641854720031926,0.6650267193913885,0.7794095798499766,0.7863344932000162,0.12470624851565355,0.6050388777276648,0.5043123314351773,0.6959026406748455,0.6492647943929389,0.8496050856583739,0.673171041173466,0.9334438776987164,0.0,0.7205805895056189,0.3146836159601268,0.7879410147000075,0.44350807864026814,0.8812674776083974,0.4658776540656724,0.9279469201776275
images\1\1.f4463907-c0c4-11ed-b616-8cc84b59e01a.jpg,1,0.21328192950837857,1.0,0.47691677800053484,0.93783096427566,0.6798166568328449,0.8606228259780415,0.8384434373038929,0.8216698397247789,1.0,0.8215942111968394,0.5008132329479654,0.5094781392996369,0.4940699642927767,0.28340800755808127,0.5137392156200747,0.13043058160008017,0.51685709983178,0.0,0.27972533894531054,0.5292966308325818,0.6046037291352828,0.4779517790597251,0.7512219930343316,0.6395169794395378,0.7716157853472304,0.7676934969009004,0.1147882995205275,0.6117925631152273,0.49163803604377043,0.6986565796819307,0.6475274235011729,0.850733620578594,0.685656392868416,0.941387890846801,0.0,0.729525663598582,0.2971593384597824,0.7899881666404234,0.4489656802298381,0.880737628651999,0.5041347603360969,0.9350016938881652
images\1\1.f57ae0f3-c0c4-11ed-9602-8cc84b59e01a.jpg,1,0.1700628875952388,1.0,0.44579417462822274,0.9265705023955096,0.6529311975125363,0.8486793054813252,0.8277188330978489,0.8213438448227524,1.0,0.831180694165235,0.47917688960062144,0.5020583089627069,0.47662368750509526,0.28000930406279,0.5018654420435587,0.12931620392327683,0.5108148905114037,0.0,0.26859042162365376,0.5246939760969648,0.5818855062552672,0.5140451705561757,0.7416675623904037,0.6736917594565434,0.771071706190152,0.7965951810877252,0.10899477987783886,0.6123255428524212,0.4692839454631463,0.706455624922088,0.6204639381623488,0.8556029037464137,0.6538736546618915,0.9451174924500014,0.0,0.7327828270308816,0.29348063704910693,0.7975762152237966,0.4356213492766966,0.8861849951449795,0.47695185991192307,0.939059343968049
images\1\1.f6b14c0e-c0c4-11ed-b1f2-8cc84b59e01a.jpg,1,0.2543601816435953,1.0,0.49583085106269603,0.9345971376182973,0.6819777027264656,0.8445129543932466,0.8328066834271001,0.7961561526139742,1.0,0.7892852938418684,0.5159364439248402,0.49907306530748496,0.5169057284234286,0.2739273440781118,0.5338487575147524,0.12602257126868757,0.5323887028000013,0.0,0.3011581324514745,0.5097415111235619,0.5862135665726335,0.45717243795919094,0.7309859845404718,0.6106535632558342,0.7553939430109738,0.729521447358933,0.12971520407195405,0.5833470601529587,0.4837534276649462,0.6581367633564643,0.6377726812039803,0.8113826704796124,0.6774296855766843,0.9034771512383741,0.0,0.6944732483675836,0.2840286000206752,0.7501061476723192,0.4324969813102339,0.8430279236916306,0.48660852735897414,0.899160056867046
images\2\2.ceee9341-c0c6-11ed-a95f-8cc84b59e01a.jpg,2,0.3787543984171081,1.0,0.11870469262573032,0.8671141490241504,0.0,0.6883187151501794,0.1250761626784575,0.5493728701117403,0.3818949202633273,0.5192481577885063,0.3398911582396715,0.47261618184691334,0.3140816090724911,0.2505174601379101,0.30436292835002754,0.11337225743699511,0.3133538921730244,0.0,0.5891550087232731,0.4989493016503137,0.7532386631539135,0.26865496289603874,0.80980106918406,0.12392924529103386,0.8722160701995624,0.008293926582437645,0.7961402297547221,0.5778637022012355,0.9117869325297349,0.410649131805417,0.6931797711926017,0.4869982602853016,0.5401991820002742,0.5722661270727231,0.9598808381518862,0.6925666581141415,1.0,0.5745855039310465,0.8112163134895317,0.5949491715418892,0.6625740365824864,0.6411862101576327
images\2\2.d0269717-c0c6-11ed-86fa-8cc84b59e01a.jpg,2,0.3291606809025955,1.0,0.0764266279916015,0.8676566026989725,0.0,0.6927608837139511,0.20017027142075283,0.5879844206788358,0.46372806790978754,0.5872316090749917,0.32491697306585987,0.482269788539146,0.33942600745558654,0.2606019612588887,0.3622681408701759,0.1176722814349365,0.388756985934299,0.0,0.5784958442395753,0.5174315025060428,0.7593830734253,0.2947999555885287,0.8571635946101641,0.15253133772833466,0.9549310381129428,0.0363544592880135,0.7695784343791338,0.6085340172823803,0.9124004543186757,0.4725796328806553,0.7124701583641913,0.5530106192659379,0.5636317507812281,0.6346166978770295,0.9142339453470588,0.7332440768058304,1.0,0.630580642823529,0.8276793064643636,0.6598787418174419,0.672785932075827,0.7076215380770298
images\2\2.d15f79c0-c0c6-11ed-a2b2-8cc84b59e01a.jpg,2,0.3383671244249382,1.0,0.0844228088015197,0.8634690106942088,0.0,0.6836725383148551,0.1913959235052437,0.5768260955554352,0.4513282267645392,0.5714488848870714,0.3473713435100821,0.4694701621430844,0.34797917209972434,0.2537017969735329,0.36568100050472685,0.11466272413535962,0.3920076605270588,0.0,0.5993526827680595,0.5044434532535378,0.7952102837589144,0.2841647062855862,0.89480859127301,0.14100176978525894,0.9930995956120436,0.028147969054464088,0.7897121978798777,0.5929727806934538,0.9362083221302843,0.44660190577294595,0.7220531937618727,0.521472715154429,0.5619563994175089,0.6045178388888657,0.9283806759026962,0.7150629522019029,1.0,0.6070553339271215,0.8149289979386389,0.6340729284920605,0.6541664223896558,0.6830396119719188
images\2\2.d2955ea7-c0c6-11ed-9c9c-8cc84b59e01a.jpg,2,0.37165571969364436,1.0,0.10078464391079614,0.8718031779448598,0.0,0.7036631136709331,0.18297206992229378,0.5936738414287808,0.44654671550905417,0.5840378465479104,0.3175420254693365,0.48612928464865496,0.301426165792771,0.259909514500071,0.30714306616334536,0.11847399554912667,0.3219726897630506,0.0,0.578349999866987,0.514307188987064,0.7409172047044051,0.2834325490778134,0.8241933424314252,0.1402624815830123,0.9110841094644097,0.023800664227199696,0.7767868306451399,0.5987661110291678,0.8954677137453013,0.4543373322962936,0.6978735205624855,0.5363675158953973,0.5563190503933195,0.622676993532549,0.929675341777001,0.7171671680131744,1.0,0.6085806317313323,0.8281438296581831,0.6365265219673591,0.6756729794654472,0.6863632437794402
images\2\2.d3cb967f-c0c6-11ed-8616-8cc84b59e01a.jpg,2,0.42887494849305907,1.0,0.13362841825944666,0.8857564178998727,0.0,0.7241080339292282,0.15884495728684173,0.6158932432879672,0.40564662985450733,0.5876320160127609,0.31407166128336056,0.48112305614767986,0.25961666943002715,0.26107974263607375,0.2464490817597919,0.12019126560570627,0.24736623761122525,0.0,0.5873799075008798,0.5054144220195974,0.7187339751325539,0.27035075460695507,0.780683620408012,0.12487711445870463,0.8485419600550993,0.0030236019482689745,0.8087145896339701,0.5897958270424172,0.8889248009156168,0.4432605583676605,0.675381396217624,0.5436178994997877,0.5335447479010703,0.6400606165416408,0.9829539134431542,0.7118917311373899,1.0,0.6047436965369235,0.8030311616118158,0.6566886792408855,0.6530240608247126,0.7216925085617835
